rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Perfect,Love it,[],B079NSZ4Z5,B079NSZ4Z5,AHRQ73WVDOKPSWIZL3IE3KMGLMSQ,1539316566046,0,True
5.0,Best Hot Yoga Mat Towel Ever! You're Just What I Needed :-),"Ideal for hot yoga and other styles too! I've used several other mat towels for hot yoga class and this one sticks to your mat, absorbs sweat and makes for a non-slippery surface! You're Just What I Needed :-)",[],B00SJE8H1I,B00SJE8H1I,AG5F2PEKXCMBLQK76H3HAXQV5HRA,1430376316000,0,True
3.0,Replacement lids are no longer available.,Replacement used to be available. I bought 3 a couple of years ago. It's a shame that you have to buy a whole new mug just because the lid gets damaged. The tumblers and bottles lasts for years. It's no surprise they discontinued the lids. What a rip!,[],B014RX216G,B07GB12PTC,AGSR7BN55BFGWYAUF25LGLCGCFPQ,1595264783554,0,False
5.0,Five Stars,has helped me so much by eliminating the pain in my wrist when golfing.  Can't wear anything else.  Great,[],B00O5NEJ8M,B09WPZDH8N,AGSVEL4B7CDIYQWHSTRDD5D2MV7Q,1534456783324,0,True
5.0,Yes!,Nephew loves it. Very good quality and design... Very nice leather!,[],B001PR0C9Q,B07MLXR7H2,AEANC36YVGAAQ35U7R53OBK44MTQ,1466660165000,0,True
5.0,Five Stars,The pump was easy to use and worked great,[],B00WN3V9AM,B00WN3V9AM,AEMTH6VQ7VTYY34ZEBTGA5ZAX77Q,1485005669000,1,True
5.0,Five Stars,perfect for a packers fan.,[],B00B9HZ4WM,B00B9HZ4WM,AHGAZM6ZCBI2KBLVRMFR2NE6AACA,1500992027220,0,True
5.0,Great customer service!,"[[VIDEOID:bc5d0fcc7eb3c42376f3952bd340739d]] I bought the Meidase SL 122 Pro game camera earlier this year to replace my non-infrared game camera that was slow to wake and startled the game with the flash.<br /><br />The Meidase worked well for a month until a woodpecker decided that it's privacy was being invaded and attacked two of the three motion sensors.  They still worked but the protective coverings were damaged, leaving the camera without weather protection.<br /><br />I contacted Meidase to see if there was some way to replace the protective lenses, but was told that that was not possible and that they would send me a replacement.  Well, the USPS lost the replacement.  I filed a missing package report with the USPS and a couple of weeks later they let me know that they could not find it and dropped the whole thing.  I informed Meidase of this and they quickly sent me another one...which the USPS did not lose.<br /><br />This review is largely just about Meidase's Customer Service, which was excellent.  They went over and above in their service given that the damage was not their fault and not covered in the warranty.<br /><br />I've included a video of the woodpecker attack, some deer, and Venus and the Moon setting over S.E. Arizona.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71XwwOpydgL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71XwwOpydgL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71XwwOpydgL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81KPOi465UL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81KPOi465UL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81KPOi465UL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07D4HPQ4G,B0BN48F4NX,AGDSMASDVY6TUWE2UFUMK4UYQWWQ,1626979510645,3,True
5.0,Catches fish and crawfish great,"Packs up great, works great for catching small fish and crawfish. Works great with some weights in it to help get it to the bottom.",[],B08PDJYFWV,B08PDJYFWV,AF7MO6ITHDT7WUZ53M4GDWFZXR4A,1628010591248,0,True
5.0,Functional and compact,"Great quality backpack. Easy to store during travel, and it expands to a great size. Used this on a day hike and it was perfect!",[],B07H4MWPC8,B07H4LXXGK,AFTT5ECCUOU3EBUGMKRCLW55UWYQ,1624818239631,0,True
5.0,Everything came to life and safety.,"The instruction is clear, Control is simple. The strap is soft, silicone, happy for hours.",[],B09TFWYP3D,B09TFWYP3D,AHVX7RHIAZSDN6EQA35E4GPTIM2Q,1656046832300,1,True
1.0,Poor Design,"I had high hopes for this, as I tow with a Sea-Doo and the max capacity to tow behind me is 1. The first rider complained about water constantly going in her face, so I tried it and confirmed. The front end just digs into the water and splashes water into your face the whole time. Not very enjoyable. I tried inflating it a little more and that did nothing. If you have one of the boosters (which cost more than this tube), you might have better luck. I bought a different tube and returned this.",[],B00R75OCH8,B071WMD3WV,AFR5MF4LE7HCG23U3YJKZJQ6U6VA,1475776553000,0,True
5.0,great quality,granddaughter loves it!,[],B00DT6E4P4,B00CZCA9L6,AFT2H7KTUD6ZNNHWVXWEOYH4DFWQ,1572812377373,0,True
3.0,good value,"Not as large as I expected, but performs as expected.",[],B006HFBV2I,B006HFBV2I,AFUAA47ADQZNGBAYLKJNSBXQP5QA,1428449377000,0,True
5.0,Práctico,Es práctico y util,[],B07YDH1N6D,B07YDH1N6D,AHEK54BZXGAZZ6SDAIIA6L74Z3HA,1612308839805,0,True
5.0,I love it: ),I already had the coffee mug and just had to get the matching cup! I love it :),[],B01GG0CDYS,B0BXLXVFMW,AEMJ3UE4WNTCRJPEA35I6CGCY7OQ,1491246910000,0,True
1.0,Waste of moment,This product does not work. I don't get why it had 4/5 stars. I followed the instructions and tried it multiple times but my glasses are still foggy. Waste of money.,[],B001UZ26J2,B07C8FH75Q,AF5YCDRIEMILPZPPL67NNGSXSHTQ,1434388883000,0,True
5.0,"Way better than expected, even in breeze","Bought 4 of these for a Gulf vacation. Heavy duty clamp made all the difference, allowing mounting on different chairs. Sturdier than expected, held up sea breezes without complaint.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81BzVIORgYL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81BzVIORgYL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81BzVIORgYL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07BHJH6D8,B0855B4QZR,AGW33TZFHQPWDQHQ2BYI63PUGTIA,1664131621952,2,True
5.0,Better price then if youbboughtvtgem separate,Nice 2 pack and the briefcase opens its big enough you can fit a champ belt in there if you wanted,[],B00HZBXPK4,B00HZBXPK4,AGEY4PLYREJ7TAQRXKY6TEQHJVMA,1460134218000,0,True
2.0,Just ok,I guess I should have spent more money on something else.  You can't adjust the tension.  The knob turns but doesn't do anything.  the pedal mechanism is a bit caddywampus.  istill use it but am not happy.,[],B01G8ZU2N0,B084D3CPLJ,AHIHXWMODJKCY5T6W5HRN64RMUMQ,1622136045057,0,True
5.0,Good barbell,"Quality as expected, came in acceptable package. Could be faster in shipping time but given the COVID situation we understand the shipping time from China.  It feels reasonably sturdy.",[],B08FHYXL1D,B08FHYXL1D,AFFMEF464HRGNJ36XS4YGSBESSLA,1614692508645,0,True
1.0,Half star,So cheaply made not worth your money,[],B0B84TY4NM,B0B84TY4NM,AEMSRSK6GOHYMIKP5AGDDRXKTXBA,1690784262484,2,True
4.0,quality,its pretty easy to use and now my rusty bike is running smoothly,[],B002IDZXRM,B0C4MNRN7R,AEITWMUSL6TTYVQSMGOJXBVBDMJQ,1562432059494,0,True
4.0,Good value and a quality mat,"Very nice yoga mat.  Somewhat squishier than I expected, but when I got on it, I found it was supportive.  Almost no odor out of the package.  Care instructions included, plus a link to a helpful video.  It's clear the company wants customers to be pleased and comfortable with this mat. Will update after practicing on it for a while.",[],B0030UFV60,B0030UFV60,AFLRKSZGL733S6J3BK7W5EZQD3UA,1473294846000,2,True
5.0,Crappie set up,Going to work fantastic this summer spider rigging for crappie,[],B079FJQGM4,B08NB15ZPX,AFUPDPAUBW4FSY64AME6IGLGLIPA,1579450548332,0,True
5.0,these things are cool.,"Alright, I ordered a medium compression sack in a rush, when I what I *meant* to order was a large. I have a North Face Aleutian (regular) sleeping bag -- which is a *huge* mummy bag, weighing in at a whopping 5 lbs, 12 oz. Yeah, it's a huge and heavy bag, but that's only because I do a lot of cold weather hiking and camping; after almost freezing to death in a 20 degree bag, you tend to opt for something heavy. ANYWAY, in my haste, I took one look the size of the medium, shook my head,  and ordered an XL compression bag. This morning, I thought, &#34;let's see if I can get that ridiculously large bag in that medium sack,&#34; and somehow, it freaking worked. I didn't try to 'roll' it, I just stuffed it in there. This is indeed a heavy duty compression sack, kids. It'll seriously do what you need it to. The space my bag took up has been reduced to 1/4 the factory bag. I've already ordered that other one, I'm not even mad, these things are cool.",[],B000Y14JUC,B085VKLXZ1,AEL6EXWYTW6WPDSYBGWWOKLQB77Q,1454946102000,0,True
4.0,Very nice option for a home gym,"Light, flexible, versatile,  and easy to assemble.  Despite the light weight, the mats are very compact and durable.",[],B00B4IHXRU,B0BKTJ9M61,AE6LVTPF5P76QSZQMJ4AEOTOYZAA,1470318586000,0,True
4.0,Nice,"Very please with this purchase. Made from a light weight, airflow poly that is not too hot on a summer day in the bleachers. Great price, too.",[],B005QSCXWO,B005QSCXWO,AG3LVQ2TQGJXAT7RHCYMPIFHWFFA,1359732235000,0,True
5.0,Five Stars,Great addition to my mc operator,[],B005ZEND7I,B07DV2X5JR,AHE66HFH443XWL63QGTBTFJEL7SA,1522086966112,0,True
5.0,Wow great,Easy to use and surprisingly bright great for off grid lights,[],B097SRDKFM,B0BMPMXSBC,AHUC4JBBBWP3LEC7QOCXTPMRRS5A,1656292402766,0,True
5.0,Was perfect. Thanks so much,It was a perfect fit and was exactly like pic,[],B07BVMBQRX,B099K9CJ4B,AF5TNGWBXYE76S4PQENIITUWGOSQ,1529195845187,0,True
5.0,Five Stars,Was great and not on time but EARLY! Thank you.,[],B00GILJ9CU,B00GILJ9CU,AEDJ2EFNPTHVEKMIAPFZLN672EPA,1455148774000,0,True
5.0,GREAT PRODUCT,Fast delivery highly recommend.,[],B01MYGIH79,B01MYGIH79,AH3ICJSWTDI7C6DWR65HXUXDMDGQ,1550372284399,0,True
5.0,Five Stars,"Great product works great,",[],B010IS0OUE,B073PD2J4B,AF23B4PE6VF24DGKBJUDC5HX2HTQ,1515456287900,0,True
5.0,Well balanced pedal and great for a road bike.,"I bought these pedals for my road bike because I just got new mountain shoes and it was cheaper than buying new road shoes.  So glad I did.  These are pretty well balanced and I don't have any issues clipping in (the opposite of what I read for the Shimano PD-ES600).  However, the cleats that are provided are basically for spinning classes and you can pull right out of the pedal without twisting out.  If your looking to actually ride and not spin, I'd buy a pair of the Shimano 51 cleats.  Factory setting was pretty light so I gave them 6 clicks each and it was a bit better.  Will crank them down a little more for them next ride.",[],B07525TCKC,B07525TCKC,AFXSOMSJEZIPOWPA5ATABFSELYMQ,1591590621197,6,True
3.0,You might need longer screws,Wish the screws were longer.,[],B0186YVYG0,B0186YVYG0,AHZFHNALFYXY2OCOHWVIHRYAMB4Q,1642853508076,0,True
5.0,CrossFit jump rope,Perfect for practicing double unders!,[],B00HCRSC9U,B00HCRSC9U,AGKP7X2EV6RB57E4J4HL5CNRHMMQ,1592848353798,1,True
5.0,Five Stars,as expected.  great,[],B000B5A70W,B008YUVTAI,AHLOQBFEFA77LRF3MZNSZ7PEVWKA,1540389405215,0,True
5.0,Great piece of kit!,Everything needed to convert to a larger disc size. Looks clean and neat. Nice that the bolts come dressed with loctite. Very easy to install. I went from 160 to 180. Easy to select the size needed. Just read through the description for size required for conversion.,[],B009P3LYU8,B097BD4C26,AHVKYHS2MQXKQCDTML7U5H3Z2OEA,1477669137000,0,True
4.0,Quality Product,"Highly pleased with the order experience. Have not had a chance to use it yet, but it seems like a well designed, quality product. The packaging is simple but beautiful. I think I'll be revisiting Swiss Safe Products and I recommend them.",[],B06XYXDHM9,B07CMWB31N,AEVP4RTJYEODZ2PLWJ5TPI4DXCAA,1587327496895,0,True
4.0,Fine. Gets the job done,"Fine. Gets the job done. I prefer Rocketlok, but since they don't make Kettlebells lower than 14 lbs., this is a good extra for those exercises where you need to get a little lighter. Another reviewer mentioned the change in weights creates a change in shape which affect performance. I agree that making the weight lighter affects the shape which messes with the center of gravity but at 5 lbs. and 10 lbs., I don't think that it's too big of a deal. If you want to go heavier that would be an issue but then you can just get a RockLock one for a more pure kettlebell shape.",[],B009HQNYII,B0746VLW8J,AFPK5PVHMHZASDJMMLJAZNLQQQDA,1428270683000,8,True
5.0,.,"Great style, fit good",[],B019MM7XVK,B086MZFJWH,AGWRWIPE6WM4XPW5Y6M5JQA2642A,1564248098569,0,True
1.0,Picture of product is misleading,This is a cheap plastic material that blows up with the slightest breeze. Not thick and nearly impossible to get it back in the bag it comes in.,[],B093WNSKDL,B093WNSKDL,AGE6WGOZ72V4UARM5XB4ZBKMSLTQ,1647545814228,0,False
5.0,Great condition and quality,Best product ! I sleep in it,[],B01D1BR2DM,B08G8BZ9QD,AHMWRJBT5EGJEVUQXKVDUCCHDQBA,1553123993275,0,True
5.0,soft,My GF and i love this thing it is so comfortable.<br />all one pillow in middle for price i was expecting 2 in side.<br />very sturdy so far we had it for a month now and sleep on it nightly and on weekends it our lounge around pillow,[],B000OJIX1K,B000OJIX1K,AHW6OZ7E7N6J7XQLMJ64K3TSAYZA,1362927319000,0,True
4.0,Quite pleased with the altimeter and compass functions,"Paid $49 after tax, and have had this watch for a few days.  Quite pleased with the altimeter and compass functions; they seem to work fairly well.  The thermometer is nice to have, but would have liked it to record ambient air temperature while on my wrist.  The electronic light is satisfactory, maybe not as bad as some claim, but not as good as Timex Indiglo either. For the price, so far I'm happy with the purchase - I can get a ballpark temperature, altitude, air-pressure, and direction with a few button clicks - worth an extra $30 imo.",[],B00EDDC58A,B00EDDC58A,AEVROX7RMMNELLQNC6WEJM73EBOQ,1420321961000,2,True
1.0,Stopped working after one day,"Bought this for my son as a Christmas present. The first day it worked great, he was so happy. The second day it stopped working. I tried charging it over and over, it didn't work. I messaged the company, they were no help. Don't waste your money on this.",[],B09RF8JMS9,B09RF8JMS9,AE5IJR77JJENOAT4CTKY6CY4YU5A,1672544348492,1,False
4.0,Works!,works for the Super Turbo Electric Scooter I purchased.Threads right into the hand brake bracket. Now I can see the cars as they ride my behind......,[],B01AVH5E9S,B08QR1XYND,AEGGSEZBBFFS3XUHHT3NRTESALWQ,1494530084000,0,True
1.0,Screws,Screws was missing,[],B07X497Y2L,B07X497Y2L,AESSKHJLGDKQKZKVLBTVNKS6XTOA,1585072103039,0,True
5.0,Good job,Good job,[],B07HBTNW4H,B07HC4L9R1,AHUDVGWLH3TKG6BATUX4CFICIE5Q,1613409365012,0,True
4.0,The Air pump will fail sooner then later,"I really liked it till the pump quit working,I bought it for ice fishing and it is perfect for keeping your bait from freezing in cold weather as long as you remember to keep it shut!I never ran the pump in those temps however I did run it often,got about 2 weeks out of it till it started having issues then it completely stopped working,It's a shame cause it could be a great product but the pump is junk",[],B07MXN8CLJ,B0B57YKG3G,AHPZ46C4DHNDIUSUPWF5AWTYGYPA,1644633228758,1,True
5.0,Great quality!,Very sturdy and the wheels light up!<br />Great gift!!!,[],B07S3SZHL4,B07S3SZHL4,AGEBOOBOMWFUSVYMF7WK7FZTQIPQ,1575753663745,0,True
1.0,"Water taste like plastic, trying to return.","Taste is bad, heats water slow.",[],B07F96D28H,B07F4DSGPD,AG4POHD5BP2FJCITQCKBLRRTHDOA,1655918896665,0,True
4.0,Excellent and clear mirror made for specific type of handle bars. Get correct side.,"Make sure you get the right side or left side as one wont work on both sides of you handle bars. Also look closely and make sure your handle bars will fit this type of mirror.(check the dimensions before buying).  It is really made for a dirt type bike.  These are fast and easy to install , REALLY! They are also solid and great quality so you wont have to worry about them coming off or breaking easily.  Nice product with a very clear sharp mirror.",[],B07XSZB6TB,B07XLHCYRY,AFDJ6RHFEYK37PJVLR7AB63FAZGA,1589175675732,0,False
5.0,Amazon basic speed rope,Awesome jump rope. I use it at the gym to warm up. Good quality and easy to adjust. I like the red because it's easy to spot in my gym bag.,[],B07TDRW3DH,B07TDRW3DH,AGSRNQ5SOFVSJZIVI4H4Z32QF2GQ,1584050879546,0,True
5.0,great quality,"awesome skates, but its really too bad they are not available in a smaller size.  My five year old niece is very small for her age and I new the skates would be something she would have to grow into when I ought them, but I didn't want to buy her those lame adjustable skates.  couldn't find anything her size made of quality.  love the sidewalk wheels so beginners don't trip over every crack.",[],B000GVNVB8,B092WGQN16,AGV4OCX3P6GC2FSYP3X3JS7WRYCQ,1379526349000,1,True
3.0,Not for weak knee'd people,This is a great stepper however it was too high for my knees to feel comfortable so I returned and got one from 5Below which is perfect height,[],B0871Z58X9,B0C6Y3MB4Q,AF5IYW5OU42OS5L5GRO7KI2GZAUA,1612385604286,2,True
1.0,Not sturdy,I installed the kickstand and went for a ride. I parked my bike. The wind blew it over and the kickstand broke.,[],B00FIKIK7C,B072WQDK5V,AH7UXALVQARN47H6RKXYPUDPMU3A,1646808928244,0,True
5.0,Buy this don't need tools easy to put together,This is great it only took me a few minutes and it was easy to put together. The instruction video helps alot you get the hang of it once you do the first 2 steps of putting it together. Just to give a tip I switched the longer screws with the shorter ones and put those on top instead of it being were it was cause it looked like it would hit the wire things in between the wheel. Hope this helps.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71WQZ3C1IdL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71WQZ3C1IdL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71WQZ3C1IdL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71jE2U8GIVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71jE2U8GIVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71jE2U8GIVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81Psj6+u9UL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81Psj6+u9UL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81Psj6+u9UL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81T1rRUeROL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81T1rRUeROL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81T1rRUeROL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08JGQG5NC,B08JGQG5NC,AHMU4UJK366ESWURQVNV3I3SCTWA,1635101713666,0,True
5.0,Easy to use. My whole family is trying it,I really like this. Easy to use even my kids like it,[],B07KF1KYWX,B07MQLDJLW,AF6XDELE4773XSKFFXIGWRD2RJXQ,1589149938865,0,True
5.0,Nice tidy little light,Very bright.  Have not used yet so I can't comment of battery life.  Nice tidy little light.,[],B00VHM49UC,B00VHM49UC,AGIOAZKKFN6QDCOR25M44TLRZH3A,1456003897000,1,True
5.0,Five Stars,They work great! Bought another set. Especially like the spike ball,[],B019LH53JA,B019LH53JA,AFQW2WCN65KZAXWTSIKSXJLKWHNQ,1475175908000,0,True
5.0,Different shade of green,The green band was a darker green then the picture. I have order these bands twice in different colors and I’m pleased,[],B07VMFJMLS,B07VMFJMLS,AFUOELTNSTDIY2VOLYYNM3PTRHYQ,1571512175307,0,True
5.0,Five Stars,Very well made and I love the color!! Excellent product!,[],B003N3SG7U,B003N3SG7U,AHUPTCINCOMD6LHA42DD6TEDERPA,1443113726000,0,True
5.0,Great bike pump,"Durable, accurate, and great quality.",[],B017ADD9N4,B08Y5L57B3,AH2RXMHAWJIN2ADU6VLSLUFJZSWQ,1545945132608,0,True
3.0,Appears to be outdated.,Didn't care for the darts. Seems flimsy and cheep.<br />The product resembles something that has been stored in a basement for several years with the packaging beat up and torn.,[],B0040PWCOI,B0040PWCOI,AFCVJLNPXB4QCJKUL5QYMIIJKOEQ,1577082405446,0,True
5.0,Great slingshot,"The Trumark S9 slingshot is really great! It is a name brand slingshot first of all. It makes a difference. Also, the S9 is essentially one single piece of rust proof aluminum. I do a lot of backpacking, fishing, camping, etc. I am 6'2"". My point is that the S9 can stand up to the rigors of the outdoors. Sit on it accidentally in your tent? No problem. Great slingshot. I own 2.",[],B000JU4354,B000JU4354,AFYVWNQTY7N3DJBJJZNSRN35AD6Q,1375486258000,0,True
5.0,Best deal anywhere,Best deal aroud,[],B001RJ4Q2G,B09WJWG2XC,AHRYWKLUGCJUI7R3CP2V22WAQBVA,1555626990697,0,True
5.0,Great value,Needed to pump on sons basketball and football.,[],B07D8C4P1N,B0BCXDT83V,AGF4FSHD3DPS7JW2HQ77HYF5NXFA,1558543422699,0,True
5.0,Gift,"Bought for a puzzle enthusiast, she loved it. (Boomer Sooner)",[],B0843VKN4D,B0BN261S73,AHNQOFLLKKPUKW2LSO5FMVWVGMEA,1628953608020,0,True
4.0,love it,I LOVE IT ! I was able to put this together all by myself without my hubby so ladies you can do it,[],B002QAZ8ZY,B07PZHV14C,AGIDN77EYCJ5ABIHPVQQUVICXTAA,1387170632000,0,True
4.0,Great home bench for the money,"Only one thing stop this review from being a five stars. It could stand to be a little wider, sometimes you can find your hands where the bar will rest. Saying that; it is still a very workable bench",[],B09NNGTBCQ,B09WQTLR2Q,AHXM4ZQ3QX4LPO3ZAKEEFD5F3D6Q,1662742551377,1,True
5.0,appears to be well made,I bought this for  a relative from their Amazon Wish List. I can see why they want it...it is very well made.,[],B08CVQ14LS,B09GXDKKPF,AECLBMJ6A2L2GU4C3F4BK3PIVL6A,1604093801541,1,True
5.0,Lasts forever,"Love it, tough, able to find it if I miss place it, lasted for 12 years before last one wore out.",[],B07DR66PNH,B07DR66PNH,AFMSN5VZJEUPNLNDQFS3K76BR3VQ,1616250740810,0,True
5.0,Good product for a good value.,I've been using them for zumba class.  I tried zumba a few years ago but had problem with my hip.  Since using these I've been enjoying zumba pain free.  Be sure to read the directions before using them.  You adjust them to vary the amount of friction you need for the activity.,[],B07PX41JDY,B07PX41JDY,AHQ3JP6IWBFAGNMGX4OM4HISDFTA,1575225715102,1,True
5.0,Perfect for ongoing plantar fasciitis,Should have purchased this years ago. I've suffered from plantar fasciitis for almost a decade. It flares up from time to time but I just leave this in an accessible area and use it a few times a day for a minute or more. It keeps my tightness to a minimum and made exercise must more enjoyable - with no calf pain.,[],B07GJPL1BS,B07GJPL1BS,AHVI7JLZUUF4EOYFI25CHVEZNSOA,1574826318519,1,True
5.0,Five Stars,Great backpack and fast shipping!,[],B01BY6UHME,B0BH8MJQKB,AHIUIKQSUUE6IXZFH4R6UA3O56VA,1483388336000,0,True
5.0,i like this knife.,"This pocket knife is exactly what i wanted, it's very good quality.",[],B0091PYD9O,B0091PYD9O,AGP3ZL5TA4BDKZKROOZ2UGIUP24Q,1411226901000,1,False
5.0,So excited!,Purchased this for my daughter's birthday. She was very excited upon opening. Assembly was very quick and easy. The scooter is very sturdy. We are excited for many hours of riding.,[],B07RKCW2N8,B09Z7FT2FS,AH3Q3VLZ52H6BJ6EBUEZQOOGH3LQ,1588364844997,0,True
5.0,Great product,Works as advertised. Will last for years! Should have ordered 2. Item no longer available.,[],B07VWBKZD4,B07VWBKZD4,AFAGHONDQBDESGRPGMNOEKQJK3MA,1592840588652,0,True
